1.15493e+06,1.51129e+06
254911,657410
262638,465736
314.883,612469
267130,324927
1.00671e+06,815184
72712.9,130921
15370.5,328979
606168,599245
1.78927e+08,1.88421e+06
711507,706104
19566.5,33672.6
265184,459386
373680,355329
265579,302189
202752,264451
560209,557757
238569,428638
3691.34,219514
785489,1.90404e+06
78601.2,906019
11778.5,72896.6
3.3135e+08,268102
32833,329067
207814,239594
57942.4,765444
1617.18,1.16259e+06
234285,122687
282714,393027
95457.1,236103
226250,328113
296886,433730
534479,549386
363946,192591
273137,319607
43756.8,232974
173442,209515
544554,753010
199479,294828
6.14168e+07,505734
1.42801e+06,1.70538e+06
173745,412560
278404,412560
465172,455614
349438,302576
425103,372315
119329,2.87579e+06
208098,172685
99678,116693
386435,529189
533652,776468
96478.4,233100
255395,269372
406215,597679
219769,490524
329863,480763
809983,696533
395707,346629
1.10227e+06,1.0828e+06
30673.7,45833.9
206613,298597
162494,298597
252280,270922
3566.58,17267
315636,689368
9905.49,356229
254877,194831
367472,332369
330728,590660
265198,302481
117778,138979
364773,318646
620761,529573
1.87908e+06,1.94107e+06
624120,781058
2656.43,655606
206841,284042
555695,645217
44496.5,154115
208933,611028
930630,1.04373e+06
166303,560971
206358,327703
371.275,332137
1.68228e+06,2.20511e+06
171998,314594
218989,496490
126861,413946
2.68135e+06,470565
372328,152926
114544,63462.7
731655,667851
26693,300982
684.725,300982
3114.08,300982
818182,978951
2.0777e+06,1.93943e+06
53850.3,74359.5
425676,663968
18868,637022
2.12906e+06,978378
607560,441367
196694,720330
859898,1.1133e+06
295930,432558
473764,729804
411345,635450
136709,328433
972912,810474
25912.5,481529
970475,860798
91508.7,97790
244245,340352
356800,456169
392092,922161
167164,230023
5524.54,13762.7
942395,1.26315e+06
122894,223330
601500,654075
815146,746689
551861,471076
475444,735438
190475,280765
256067,355151
181902,437038
623501,494273
311911,708100
309017,598422
1.22706e+06,1.15997e+06
1.80961e+06,1.95335e+06
276145,353658
255498,280568
2.0177,61064.5
1.09547e+06,867264
853733,566676
1.00797e+06,1.00848e+06
508414,611507
168900,313752
4.4073e+06,2.9244e+06
35759.5,70892.9
1.30283e+06,1.30276e+06
408571,556065
778065,915262
280898,313557
6801.44,13538.9
8.66134e+06,1.40444e+06
282361,139444
77592,139444
110411,140371
1.63924e+06,2.21664e+06
363224,384241
78334.5,85313.3
275645,278498
301082,513740
480995,534935
1.0554e+06,797405
95398.5,124179
28837.3,64960.2
941262,1.47738e+06
1.29491e+06,1.47738e+06
233955,259996
284377,483550
1.12581e+06,418093
956001,933079
75632.2,207912
55083,244042
57578.5,67293.5
286249,799772
974944,1.17676e+06
671830,637866
878596,727503
525075,659690
292977,516228
1.52935e+06,1.26879e+06
483877,463993
279740,307123
78214.3,376066
386475,561804
343297,322294
1.23051e+06,1.20118e+06
70225.1,226309
491071,654751
313136,2.08115e+06
258002,344907
4.51429e+06,122879
72670.1,93406.6
703.196,37557.2
537357,528031
2716.2,8603.86
3.00071e+06,362589
914097,294679
353567,507850
520257,526716
522706,866079
711974,620165
1.21173e+06,1.41704e+06
4.18107e+06,1.48226e+06
253808,331269
629682,706943
263038,310610
323276,393928
76611.9,367979
53330.9,534378
99547.9,168002
326147,533113
264806,437355
598292,769590
178148,959831
764190,766979
325886,725809
162492,504718
108503,243204
51905.7,120262
218763,225869
112567,142588
338382,400146
87786.3,179487
73881.6,151676
97767.4,81232.3
92.9117,334652
575020,673530
586812,571146
6528.29,129806
80458.6,98350.7
467070,524929
423519,711092
441324,655300
955171,995780
583706,708959
459816,652501
127511,251657
451047,459130
136952,416920
90779.5,100290
1.293e+06,1.23707e+06
650521,677340
7489.4,677340
595367,1.05338e+06
1.81573e+06,1.33165e+06
444766,824760
379578,1.57998e+06
319287,481284
1.78352e+06,1.15662e+06
90213.7,108019
752443,925154
1.97106e+06,1.54861e+06
332052,447025
44453.6,101055
151278,395004
173131,301562
178039,227490
81842.9,291337
146.508,291337
66415.3,156758
596666,863240
1.21031e+06,108609
207485,423963
874992,1.03731e+06
913835,1.03731e+06
376335,490494
293673,1.16568e+06
324708,617669
148242,241630
325825,203261
352086,890413
493715,590407
902165,848312
369690,121890
679463,840242
40878.8,164828
266546,380099
557196,555167
507535,555167
351240,377607
24124.6,191599
3.73081e+08,976101
145553,200927
495350,416198
585563,533595
859105,970545
245693,668076
556765,603585
113385,189256
366827,396757
94863.6,76468.6
2.20379e+06,741575
217582,227130
677862,836726
177183,439096
337956,458456
239368,308954
300239,465878
465125,418038
1.26728e+06,496212
68083.3,1.15654e+06
1442.36,1.15654e+06
297484,690252
280543,537895
144400,354163
63499.2,87638.5
192532,232605
92970.3,256892
1.69787e+06,2.04246e+06
140242,261088
182348,465266
158404,328145
148095,265784
407195,702923
140408,288908
455262,706326
239790,296185
259850,402007
952960,861656
80291.2,66872.2
205554,481696
324711,329207
209388,409296
360706,1.12444e+06
88870.5,1.12444e+06
1.0764e+06,897758
364768,471375
170140,193105
160808,171703
216120,268995
182434,268995
1.75603e+06,1.64555e+06
179785,419384
385491,339781
2.57677e+06,2.65956e+06
749254,966681
90250.1,141139
47183.1,347065
76693.9,164281
395998,401884
367450,456279
65723.4,250646
528520,2.29026e+06
2.63207e+07,229437
436716,653412
58289.5,133316
