327701,432547
95174.8,468060
1.25353e+06,1.54664e+06
691831,671575
345564,494726
90013,212557
130451,174566
46297.9,583865
1803.85,114136
318887,319203
714582,1.28533e+06
51834.1,477257
61837.4,107932
2.35359e+06,891342
96602.5,139524
4.17484e+07,2.4596e+07
118310,165721
613348,1.31752e+06
23743.7,67471.9
731938,1.39641e+06
2.95831e+06,1.39641e+06
117441,136450
823566,1.38451e+06
210861,465347
23279.4,44019.8
430802,625961
443137,434427
347056,309321
263251,426300
283604,359570
283792,614018
271600,320129
672202,915701
17743.5,211374
253173,305626
1.19577e+06,2.64909e+06
276811,331138
331642,410205
330.052,418290
2780.62,278999
614300,1.32774e+06
119697,175109
292661,423544
382361,461467
2.19269e+06,797032
592506,659954
325802,154967
308165,432114
91752.1,322196
102263,141568
385367,500849
48720.6,89110
774646,923747
628381,805085
1.23941e+06,465094
376544,468960
79753.3,177934
265.801,1.05105e+06
522003,590850
141887,200431
55719.8,215067
487176,640892
1.19568e+06,1.18973e+06
28309.7,469247
351147,547468
38454,157534
58029.3,118611
627921,741578
130937,221618
472595,645734
667490,372365
266833,451016
102466,440313
212572,553269
472361,636804
485732,562531
106281,565197
360062,595673
208.036,501668
52411,196777
38752.3,546096
407048,659448
219110,239372
2.86394e+07,3.10325e+07
397931,638481
606614,732142
162449,351802
399347,564858
55490.9,193915
2.42704e+06,3.01559e+06
77197.8,458077
35706.9,142226
254493,369272
304391,299160
2733.1,3701.89
791093,933368
288.192,36422.6
57084.2,181759
236359,189206
2.24876e+06,1.46272e+06
476811,774085
27805.7,52693.8
1.11661e+06,2.07555e+06
46183.8,353308
185360,367955
778507,764992
486609,531039
1.03331e+07,229286
40101.8,473184
235731,528878
130084,161451
189213,428544
373161,785412
60580.7,109270
57721.6,163306
153507,437098
109255,296270
422008,1.79782e+06
452943,254710
555184,715161
613193,1.05203e+06
480077,873797
343652,661368
281501,442368
394184,410072
293489,1.19354e+06
1.47232e+06,1.52151e+06
109289,564838
673025,691989
64858.6,119991
1.05872e+06,1.21082e+06
64834.9,80105.1
282915,371881
339319,545677
316290,260020
680860,844079
482102,455950
601212,362575
125947,326550
2.1274e+06,602169
49486.3,449213
323465,615917
471203,849581
231903,306702
179430,211722
744631,779203
268512,348105
469250,944417
150549,178073
88288.6,537859
3.09592e+06,83451
336277,362750
247350,406365
77023.5,165280
228253,996982
157527,274194
65116.1,105544
39449.7,152780
75892.1,169412
368495,852453
3.02676e+06,1.04123e+06
256933,465048
686387,528751
451603,472996
296591,539504
342873,294287
550421,662426
9.82319e+06,519587
577413,313210
575258,674611
4140.07,317602
47093.4,251378
234512,889545
473729,623835
95568,437602
304090,471302
276183,382059
22694.1,17829.8
371449,361297
181188,238450
1.01861e+06,255855
3.20631e+06,97499.4
71813.7,108131
757164,699512
29551.5,71544.5
87872.4,103000
78956.2,159264
1.72013e+06,1.0446e+06
15.0893,94853.7
52513.4,94853.7
1.09566e+06,1.58485e+06
2.25417e+07,372161
85886.2,199170
242611,424353
55606.7,68946.5
291281,284307
26675.4,40280.2
235240,294477
393582,497321
102904,202448
243728,259027
303448,398874
306848,382227
213486,400114
267021,517441
763417,672086
378094,566035
298194,589546
424365,584243
868846,649417
965219,265328
1925.53,377686
177066,192370
145733,190250
20562.3,136370
250130,392441
806079,248886
965642,1.19729e+06
140876,329621
787785,1.12244e+06
77745.2,421905
477150,861531
211076,221945
587644,130592
113220,123334
1.21079e+06,926013
253.89,398189
336.123,285335
16011,175710
5.38323e+06,1.01513e+06
129140,155764
170361,290084
2942.17,413681
653476,882385
403938,545655
427929,511012
104159,566780
74181.3,217848
887426,443724
436481,443724
202251,395317
887827,427671
6.04986,666890
341278,316734
2.82258e+06,326327
1.32635e+06,1.17655e+06
527686,590595
532351,912743
103635,125124
109357,465777
808436,1.38833e+06
379150,487022
86632,105231
