5.41819e+08,7.09002e+08
1.19588e+08,3.08415e+08
1.23213e+08,2.18493e+08
147723,2.87331e+08
1.2532e+08,1.52435e+08
4.72285e+08,3.82432e+08
3.41122e+07,6.14196e+07
7.21086e+06,1.54336e+08
2.84375e+08,2.81127e+08
8.39412e+10,8.83952e+08
3.33794e+08,3.31259e+08
9.17934e+06,1.5797e+07
1.24407e+08,2.15514e+08
1.75307e+08,1.66698e+08
1.24593e+08,1.41768e+08
9.51181e+07,1.24063e+08
2.62814e+08,2.61664e+08
1.11921e+08,2.0109e+08
1.73174e+06,1.02982e+08
3.68501e+08,8.93251e+08
3.68746e+07,4.25046e+08
5.5257e+06,3.41984e+07
1.55448e+11,1.25776e+08
1.54031e+07,1.54377e+08
9.74928e+07,1.12402e+08
2.71829e+07,3.59097e+08
758677,5.45415e+08
1.09911e+08,5.75571e+07
1.32632e+08,1.84383e+08
4.47824e+07,1.10764e+08
1.06142e+08,1.53929e+08
1.3928e+08,2.03478e+08
2.50743e+08,2.57737e+08
1.7074e+08,9.03513e+07
1.28139e+08,1.49939e+08
2.05279e+07,1.09296e+08
8.13679e+07,9.82911e+07
2.5547e+08,3.53264e+08
9.35829e+07,1.38314e+08
2.88128e+10,2.37258e+08
6.69933e+08,8.00053e+08
8.15102e+07,1.93547e+08
1.30609e+08,1.93547e+08
2.18229e+08,2.13745e+08
1.63934e+08,1.41949e+08
1.99431e+08,1.74667e+08
5.59817e+07,1.34914e+09
9.76264e+07,8.10127e+07
4.67625e+07,5.4745e+07
1.81291e+08,2.48262e+08
2.50355e+08,3.64269e+08
4.52615e+07,1.09355e+08
1.19815e+08,1.26372e+08
1.9057e+08,2.80393e+08
1.03102e+08,2.30122e+08
1.54751e+08,2.25543e+08
3.79992e+08,3.26769e+08
1.8564e+08,1.62616e+08
5.17116e+08,5.07982e+08
1.43901e+07,2.15023e+07
9.69295e+07,1.40083e+08
7.62318e+07,1.40083e+08
1.18354e+08,1.27099e+08
1.67321e+06,8.10055e+06
1.48076e+08,3.23407e+08
4.64702e+06,1.6712e+08
1.19572e+08,9.14023e+07
1.72394e+08,1.55926e+08
1.55156e+08,2.771e+08
1.24414e+08,1.41905e+08
5.52538e+07,6.52001e+07
1.71128e+08,1.49488e+08
2.91222e+08,2.48442e+08
8.81545e+08,9.10624e+08
2.92797e+08,3.66423e+08
1.24623e+06,3.07568e+08
9.70367e+07,1.33254e+08
2.60696e+08,3.02694e+08
2.08749e+07,7.2301e+07
9.80179e+07,2.86655e+08
4.36592e+08,4.8965e+08
7.80186e+07,2.63172e+08
9.68101e+07,1.53737e+08
174179,1.55818e+08
7.89216e+08,1.0345e+09
8.06905e+07,1.47587e+08
1.02736e+08,2.32921e+08
5.95153e+07,1.94197e+08
1.25792e+09,2.20759e+08
1.74673e+08,7.1743e+07
5.37367e+07,2.97727e+07
3.43246e+08,3.13313e+08
1.25227e+07,1.41202e+08
321229,1.41202e+08
1.46093e+06,1.41202e+08
3.83839e+08,4.59261e+08
9.74722e+08,9.09855e+08
2.52631e+07,3.48847e+07
1.997e+08,3.11491e+08
8.85167e+06,2.9885e+08
9.98821e+08,4.58992e+08
2.85028e+08,2.07061e+08
9.22761e+07,3.37933e+08
4.03409e+08,5.22288e+08
1.38831e+08,2.02928e+08
2.2226e+08,3.42377e+08
1.92977e+08,2.98112e+08
6.41353e+07,1.5408e+08
4.56428e+08,3.80222e+08
1.21565e+07,2.25902e+08
4.55285e+08,4.03831e+08
nan,3.66552e+08
4.293e+07,4.58768e+07
1.14584e+08,1.59671e+08
1.67388e+08,2.14005e+08
1.83945e+08,4.32619e+08
7.84224e+07,1.07912e+08
2.59176e+06,6.45656e+06
4.42112e+08,5.92587e+08
5.7654e+07,1.04772e+08
2.82185e+08,3.0685e+08
3.82414e+08,3.50299e+08
2.58898e+08,2.20999e+08
2.23048e+08,3.4502e+08
8.93585e+07,1.31717e+08
1.2013e+08,1.66614e+08
8.53368e+07,2.0503e+08
2.92507e+08,2.31881e+08
1.46328e+08,3.32195e+08
1.44971e+08,2.80741e+08
5.7566e+08,5.44185e+08
8.48951e+08,9.16387e+08
1.2955e+08,1.65914e+08
1.19863e+08,1.31625e+08
946.575,2.86476e+07
5.13926e+08,4.06865e+08
4.00517e+08,2.65848e+08
4.72874e+08,4.73112e+08
2.38515e+08,2.8688e+08
7.92371e+07,1.47192e+08
2.06762e+09,1.37194e+09
1.67761e+07,3.32584e+07
6.11205e+08,6.11173e+08
1.91676e+08,2.6087e+08
3.65018e+08,4.29382e+08
1.3178e+08,1.47101e+08
3.1908e+06,6.35161e+06
4.06335e+09,6.58873e+08
1.32466e+08,6.54182e+07
3.64012e+07,6.54182e+07
5.17979e+07,6.58529e+07
7.69025e+08,1.0399e+09
1.70402e+08,1.80261e+08
3.67495e+07,4.00235e+07
1.29315e+08,1.30653e+08
1.41249e+08,2.41014e+08
2.25652e+08,2.50957e+08
4.95125e+08,3.74091e+08
4.47549e+07,5.82566e+07
1.35286e+07,3.04752e+07
4.4158e+08,6.93092e+08
6.07491e+08,6.93092e+08
1.09757e+08,1.21973e+08
1.33411e+08,2.26851e+08
5.28158e+08,1.96143e+08
4.48494e+08,4.37741e+08
3.54818e+07,9.7539e+07
2.58414e+07,1.14489e+08
2.70121e+07,3.15698e+07
1.3429e+08,3.75202e+08
4.57381e+08,5.52059e+08
3.1518e+08,2.99246e+08
4.12181e+08,3.41298e+08
2.46332e+08,3.09484e+08
1.37446e+08,2.42181e+08
7.17475e+08,5.95235e+08
2.27004e+08,2.17676e+08
1.31236e+08,1.44083e+08
3.66931e+07,1.76426e+08
1.81309e+08,2.63562e+08
1.61053e+08,1.512e+08
5.77276e+08,5.63516e+08
3.29451e+07,1.0617e+08
2.30379e+08,3.07167e+08
1.46903e+08,9.76343e+08
1.21038e+08,1.61808e+08
2.11782e+09,5.76469e+07
3.40922e+07,4.38204e+07
329895,1.76194e+07
2.52094e+08,2.47718e+08
1.27427e+06,4.03638e+06
1.40774e+09,1.70104e+08
4.28836e+08,1.38244e+08
1.65871e+08,2.38251e+08
2.44071e+08,2.47102e+08
2.4522e+08,4.06309e+08
3.34013e+08,2.90942e+08
5.68465e+08,6.64784e+08
1.96149e+09,6.95384e+08
1.19071e+08,1.5541e+08
2.95406e+08,3.31652e+08
1.23401e+08,1.45718e+08
1.5166e+08,1.84806e+08
3.59414e+07,1.72632e+08
2.50194e+07,2.50696e+08
4.67015e+07,7.88156e+07
1.53007e+08,2.50103e+08
1.2423e+08,2.05179e+08
2.8068e+08,3.61042e+08
8.35759e+07,4.50291e+08
3.58509e+08,3.59818e+08
1.52885e+08,3.40503e+08
7.6231e+07,2.36781e+08
5.09027e+07,1.14096e+08
2.43508e+07,5.64191e+07
1.0263e+08,1.05963e+08
5.28093e+07,6.68932e+07
1.58747e+08,1.87723e+08
4.11837e+07,8.42038e+07
3.46605e+07,7.11567e+07
4.58662e+07,3.8109e+07
43588.2,1.56997e+08
2.69763e+08,3.15977e+08
2.75295e+08,2.67945e+08
3.06266e+06,6.08968e+07
3.7746e+07,4.61399e+07
2.19119e+08,2.46263e+08
1.98688e+08,3.33599e+08
2.07041e+08,3.07425e+08
4.48105e+08,4.67156e+08
2.73838e+08,3.32598e+08
2.15716e+08,3.06112e+08
5.982e+07,1.18061e+08
2.11602e+08,2.15394e+08
6.42492e+07,1.95592e+08
4.25879e+07,4.70495e+07
6.06594e+08,5.80354e+08
3.05183e+08,3.17764e+08
3.51355e+06,3.17764e+08
2.79308e+08,4.94176e+08
8.51823e+08,6.24727e+08
2.08656e+08,3.86925e+08
1.78073e+08,7.41228e+08
1.49789e+08,2.25787e+08
8.36713e+08,5.42614e+08
4.23225e+07,5.06758e+07
3.52998e+08,4.34023e+08
9.24696e+08,7.2651e+08
1.55778e+08,2.09716e+08
2.08548e+07,4.74084e+07
7.097e+07,1.85311e+08
8.12222e+07,1.41474e+08
8.35243e+07,1.06724e+08
3.83955e+07,1.36677e+08
68732.4,1.36677e+08
3.11578e+07,7.35408e+07
2.79917e+08,4.04977e+08
5.67798e+08,5.09524e+07
9.73385e+07,1.98896e+08
4.1049e+08,4.8664e+08
4.28713e+08,4.8664e+08
1.76552e+08,2.30108e+08
1.37773e+08,5.46862e+08
1.52332e+08,2.89771e+08
6.95457e+07,1.13357e+08
1.52856e+08,9.5357e+07
1.65176e+08,4.17725e+08
2.3162e+08,2.76981e+08
4.23238e+08,3.97974e+08
1.73435e+08,5.71829e+07
3.18761e+08,3.94188e+08
1.91777e+07,7.73266e+07
1.25046e+08,1.78318e+08
2.61401e+08,2.60449e+08
2.38103e+08,2.60449e+08
1.64779e+08,1.77149e+08
1.13177e+07,8.98861e+07
1.75026e+11,4.57924e+08
6.82841e+07,9.42621e+07
2.32387e+08,1.95253e+08
2.74709e+08,2.50329e+08
4.03037e+08,4.55318e+08
1.15263e+08,3.13418e+08
2.61198e+08,2.83163e+08
5.31931e+07,8.87868e+07
1.72092e+08,1.86133e+08
4.45039e+07,3.58742e+07
1.03388e+09,3.479e+08
1.02076e+08,1.06555e+08
3.1801e+08,3.92538e+08
8.31229e+07,2.05996e+08
1.58548e+08,2.15078e+08
1.12296e+08,1.44941e+08
1.40853e+08,2.1856e+08
2.18207e+08,1.96117e+08
5.94527e+08,2.32791e+08
3.19403e+07,5.42573e+08
676662,5.42573e+08
1.39561e+08,3.23822e+08
1.31613e+08,2.52346e+08
6.77434e+07,1.66151e+08
2.97897e+07,4.11144e+07
9.03239e+07,1.09124e+08
4.36157e+07,1.20517e+08
7.96533e+08,9.58193e+08
6.57925e+07,1.22486e+08
8.55462e+07,2.18273e+08
7.43129e+07,1.53945e+08
6.94768e+07,1.24689e+08
1.9103e+08,3.29766e+08
6.58705e+07,1.35537e+08
2.1358e+08,3.31363e+08
1.12494e+08,1.38951e+08
1.21905e+08,1.88596e+08
4.47068e+08,4.04234e+08
3.76675e+07,3.13722e+07
9.64329e+07,2.25981e+08
1.52334e+08,1.54443e+08
9.82315e+07,1.92015e+08
1.6922e+08,5.27517e+08
4.16924e+07,5.27517e+08
5.0498e+08,4.21171e+08
1.71126e+08,2.21139e+08
7.98187e+07,9.05926e+07
7.5441e+07,8.05518e+07
1.0139e+08,1.26195e+08
8.55865e+07,1.26195e+08
8.23815e+08,7.71987e+08
