327701,432547
64432.7,468060
1.20959e+06,1.54664e+06
614437,671575
248822,494726
54160.6,212557
106690,174566
46297.9,583865
1803.85,114136
284509,319203
646311,1.28533e+06
28967.7,477257
61837.4,107932
2.38868e+06,891342
96602.5,139524
2.85306e+07,2.4596e+07
118310,165721
628582,1.31752e+06
23743.7,67471.9
1.00325e+06,1.39641e+06
1.15092e+06,1.39641e+06
117441,136450
548874,1.38451e+06
139513,465347
23272.9,44019.8
440268,625961
461700,434427
346358,309321
213877,426300
226469,359570
286279,614018
271600,320129
661826,915701
17402.6,211374
280201,305626
797009,2.64909e+06
276811,331138
331678,410205
357995,1.32774e+06
119697,175109
292661,423544
326178,461467
1.52454e+06,797032
591298,659954
286969,154967
309062,432114
84066.8,322196
102263,141568
347872,500849
48720.6,89110
761797,923747
680754,805085
1.23941e+06,465094
304543,468960
79753.3,177934
575988,590850
42512.3,215067
584984,640892
1.12088e+06,1.18973e+06
28309.7,469247
240846,547468
38454,157534
58029.3,118611
463738,741578
130965,221618
349898,645734
667490,372365
287458,451016
142576,553269
422465,636804
395913,562531
56398.7,565197
346767,595673
52411,196777
13429,546096
308650,659448
219122,239372
3.53e+07,3.10325e+07
439657,638481
238015,732142
125870,351802
361514,564858
47605.2,193915
2.06849e+06,3.01559e+06
42342.4,458077
19392.2,142226
254493,369272
281053,299160
634643,933368
48279.5,181759
236359,189206
914142,1.46272e+06
320361,774085
27805.7,52693.8
46183.8,353308
135483,367955
812325,764992
484032,531039
5.8236e+07,229286
40762.8,473184
235443,528878
114057,161451
189450,428544
585162,785412
60580.7,109270
57721.6,163306
153507,437098
78486.5,296270
425572,1.79782e+06
452943,254710
666027,715161
756335,1.05203e+06
381259,873797
259472,661368
270171,442368
406912,410072
293489,1.19354e+06
1.37423e+06,1.52151e+06
62750.7,564838
526189,691989
64858.6,119991
1.19711e+06,1.21082e+06
64834.9,80105.1
280994,371881
270336,545677
316290,260020
681932,844079
442666,455950
601212,362575
125800,326550
2.1274e+06,602169
235029,615917
422508,849581
230895,306702
179430,211722
553732,779203
268191,348105
491724,944417
150549,178073
92042.9,537859
338527,362750
249781,406365
77023.5,165280
152920,996982
119486,274194
65116.1,105544
108477,169412
368495,852453
998895,1.04123e+06
180515,465048
659961,528751
397261,472996
192886,539504
342873,294287
396739,662426
1.84596e+06,519587
465789,674611
2151.69,317602
46063.2,251378
267105,889545
428256,623835
95568,437602
304234,471302
276183,382059
22694.1,17829.8
359879,361297
152416,238450
1.0901e+06,255855
70910.1,108131
648033,699512
29480.6,71544.5
70387.1,103000
78956.2,159264
663638,1.0446e+06
52513.4,94853.7
335935,1.58485e+06
64162.3,199170
196455,424353
55606.7,68946.5
254364,284307
26675.4,40280.2
235500,294477
319247,497321
60453.9,202448
243456,259027
305791,398874
306848,382227
213819,400114
267021,517441
752625,672086
329429,566035
298194,589546
370513,584243
713603,649417
1.06498e+06,265328
176532,192370
120672,190250
20562.3,136370
250130,392441
890846,1.19729e+06
151887,329621
293733,1.12244e+06
615203,861531
211076,221945
448839,130592
113144,123334
517579,926013
16011,175710
129140,155764
142280,290084
482149,882385
323612,545655
438173,511012
516921,270332
74181.3,217848
436481,443724
199382,395317
3687.77,346243
1.00245e+06,427671
287005,316734
1.15039e+06,326327
1.11479e+06,1.17655e+06
443028,590595
587786,912743
103635,125124
53446.3,465777
996722,1.38833e+06
401126,487022
86632,105231
23431.3,473994
1.27494e+06,937126
966640,1.23572e+06
544342,448498
262379,248519
107364,579460
234805,579460
677965,349409
67224.2,516781
1.92115e+06,1.48966e+06
302805,507746
5.33275e+06,507746
599317,846625
287446,319831
107036,242255
2.5169e+06,781603
1.03065e+06,953207
154345,319954
60199.6,198971
467071,512758
186734,426265
112592,173582
481041,444232
259441,285467
2.51407e+06,515708
128066,342488
284735,344647
201595,43502.3
305914,289877
369515,449417
40354.4,87301.1
1.24814e+06,1.83431e+06
5466,352376
202797,251007
791499,1.03706e+06
14736.9,39457.2
424279,483132
731374,1.35708e+06
126464,309180
791394,989762
647309,864358
416057,377696
796221,748793
72586.3,318287
218168,357697
227125,230524
137954,243911
551278,995504
150648,247840
115645,135247
550838,460653
51866,57323.6
104511,152821
1.26377e+06,751226
156760,268776
41878.8,100368
257990,432733
183696,263146
296253,374388
690894,525312
156010,264657
22778.4,67098.1
46094.4,215568
504353,482529
56438.7,199734
92003.6,87375.8
121371,304512
682996,882026
189762,420393
781600,851591
443301,434255
126604,342622
146542,432622
398302,195928
203276,232412
133215,358670
450517,520992
6.54299e+06,211700
495624,874180
687833,959246
3.01212e+06,2.50904e+06
495471,876450
166531,397740
72423.6,377738
322568,518618
231255,385612
1.01426e+06,1.25811e+06
127192,173593
162553,183026
25940.2,82282.8
210915,244878
144891,201839
211633,451817
453405,492517
151849,298470
110063,251760
173884,248879
1.27972e+06,1.86124e+06
490200,901353
632077,710474
22996.9,14824.4
1.49127e+06,2.19566e+06
1.06805e+06,694925
129865,320014
228864,354135
3.20478e+06,896169
194120,265787
1.43428e+06,1.46646e+06
479693,641355
9.76901e+06,390518
808335,1.05711e+06
27201.8,592095
1.396e+06,1.03724e+06
1.75351e+06,2.97977e+06
319024,277876
172346,150121
90388.7,476500
689877,464754
533148,674372
866059,918852
925954,487682
270609,523481
419874,349949
557595,509476
621188,320965
205242,371954
18982.9,83530.9
46822.2,127438
496339,493253
180400,327783
273798,251158
485601,1.07282e+06
463819,692025
265180,692025
209980,263471
129386,194939
145655,173854
172978,195960
903201,485451
56145.9,52505.7
1.0402e+06,1.11087e+06
1.81642e+06,2.17066e+06
4255.1,47420.7
613284,792524
901763,1.42198e+06
647285,614148
68834,160487
41555.4,643840
129648,228639
247315,385065
198159,414175
418227,700884
535403,587877
274652,310796
194533,383521
2.72671e+06,634076
562465,731346
293360,651767
64562.2,364985
